State,Constituency,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Result
Odisha,Kalahandi,NARESH HIANLA,Independent,6627,14,6641,0.5,Lost
Odisha,Kalahandi,GANGADHAR JAL,Independent,5547,43,5590,0.42,Lost
Odisha,Kalahandi,HIMANSHU TRIPATHY,Samruddha Odisha,4898,8,4906,0.37,Lost
Odisha,Kalahandi,NOTA,None of the Above,19620,95,19715,1.48,Lost
Odisha,Kandhamal,SUKANTA KUMAR PANIGRAHI,Bharatiya Janata Party,413320,3095,416415,41.8,Won
Odisha,Kandhamal,ACHYUTANANDA SAMANTA,Biju Janata Dal,393644,1400,395044,39.66,Lost
Odisha,Kandhamal,AMIR CHAND NAYAK,Indian National Congress,143311,1011,144322,14.49,Lost
Odisha,Kandhamal,BHAGIRATHI BALIARSINGH,Manas Lokshakti Dal,7329,1,7330,0.74,Lost
Odisha,Kandhamal,KANAK MANJARI RATH,Independent,5201,4,5205,0.52,Lost
Odisha,Kandhamal,HARIBANDHU BEHERA,Bahujan Samaj Party,5121,16,5137,0.52,Lost
Odisha,Kandhamal,SUBASH MOHAPATRA,National Jan Dal,4133,4,4137,0.42,Lost
Odisha,Kandhamal,PARSURAM PRADHAN,Kalinga Sena,2770,11,2781,0.28,Lost
Odisha,Kandhamal,NOTA,None of the Above,15691,29,15720,1.58,Lost
Odisha,Kendrapara,BAIJAYANT PANDA,Bharatiya Janata Party,612916,2789,615705,48.21,Won
Odisha,Kendrapara,ANSHUMAN MOHANTY,Biju Janata Dal,547681,1488,549169,43,Lost
Odisha,Kendrapara,SIDHARTH SWARUP DASH,Indian National Congress,94595,237,94832,7.43,Lost
Odisha,Kendrapara,SOUBHAGYA KETAN SAMAL,Socialist Unity Centre Of India (COMMUNIST),3393,2,3395,0.27,Lost
Odisha,Kendrapara,SEKHA SADIKA HOSEN,Bahujan Samaj Party,1845,7,1852,0.15,Lost
Odisha,Kendrapara,SUPRAVA DAS,Akhil Bhartiya Parivar Party,1559,2,1561,0.12,Lost
Odisha,Kendrapara,SRIRAM PANDEY,Independent,1397,2,1399,0.11,Lost
Odisha,Kendrapara,SANTOSH KUMAR PATRA,Independent,1370,3,1373,0.11,Lost
Odisha,Kendrapara,PRATAP CHANDRA MOHANTY,Independent,1088,7,1095,0.09,Lost
Odisha,Kendrapara,PRANGYAN PRAKASH MOHAPATRA,Odisha Janata Party,910,2,912,0.07,Lost
Odisha,Kendrapara,NOTA,None of the Above,5807,8,5815,0.46,Lost
Odisha,Keonjhar,ANANTA NAYAK,Bharatiya Janata Party,571133,2790,573923,45.67,Won
Odisha,Keonjhar,DHANURJAYA SIDU,Biju Janata Dal,476206,675,476881,37.95,Lost
Odisha,Keonjhar,BINOD BIHARI NAIK,Indian National Congress,104944,334,105278,8.38,Lost
Odisha,Keonjhar,JOHN MIRAN MUNDA,Independent,31729,7,31736,2.53,Lost
Odisha,Keonjhar,SAHEBA JUANGA,Manas Lokshakti Dal,11040,3,11043,0.88,Lost
Odisha,Keonjhar,SUSHANT KUMAR NAIK,Independent,9041,3,9044,0.72,Lost
Odisha,Keonjhar,LAMBODAR NAIK,Independent,6778,0,6778,0.54,Lost
Odisha,Keonjhar,HARIHAR MUNDA,Socialist Unity Centre Of India (COMMUNIST),6569,5,6574,0.52,Lost
Odisha,Keonjhar,RAGHUMANI NAIK,Independent,4550,6,4556,0.36,Lost
Odisha,Keonjhar,RAM PRASAD HEMBRAM,Bahujan Samaj Party,3884,11,3895,0.31,Lost
Odisha,Keonjhar,PITABASA NAIK,AJSU Party,2141,3,2144,0.17,Lost
Odisha,Keonjhar,NOTA,None of the Above,24746,17,24763,1.97,Lost
Odisha,Koraput,SAPTAGIRI SANKAR ULAKA,Indian National Congress,469295,2098,471393,41.03,Won
Odisha,Koraput,KAUSALYA HIKAKA,Biju Janata Dal,322797,852,323649,28.17,Lost
Odisha,Koraput,KALIRAM MAJHI,Bharatiya Janata Party,230792,1722,232514,20.24,Lost
Odisha,Koraput,DAMINI JANI,Bahujan Samaj Party,15373,54,15427,1.34,Lost
Odisha,Koraput,PRAKASH HIKAKA,Communist Party of India  (Marxist-Leninist)  (Liberation),14847,5,14852,1.29,Lost
Odisha,Koraput,LASU HANTAL,Independent,14362,11,14373,1.25,Lost
Odisha,Koraput,RAGHUMANI GOMANGO,Independent,10528,12,10540,0.92,Lost
Odisha,Koraput,ABINASH GOMANGO,Independent,10258,16,10274,0.89,Lost
Odisha,Koraput,SUMAN KANTA,Naba Bharata Nirmana Seva Party,8386,10,8396,0.73,Lost
Odisha,Koraput,SANTOSH KUMAR BIDIKA,Republican Party of India (A),5413,2,5415,0.47,Lost
Odisha,Koraput,PRAMILA PUJARI,Socialist Unity Centre Of India (COMMUNIST),4866,12,4878,0.42,Lost
Odisha,Koraput,NOTA,None of the Above,37106,25,37131,3.23,Lost
Odisha,Mayurbhanj,NABA CHARAN MAJHI,Bharatiya Janata Party,580579,5392,585971,49.91,Won
Odisha,Mayurbhanj,SUDAM MARNDI,Biju Janata Dal,364745,1892,366637,31.23,Lost
Odisha,Mayurbhanj,ANJANI SOREN,Jharkhand Mukti Morcha,134713,686,135399,11.53,Lost
Odisha,Mayurbhanj,RABINDRA NATH SINGH,Independent,9282,42,9324,0.79,Lost
Odisha,Mayurbhanj,ASHOK KUMAR SING,Independent,8918,35,8953,0.76,Lost
Odisha,Mayurbhanj,JATIA SAWAYAN,Bahujan Samaj Party,8457,45,8502,0.72,Lost
Odisha,Mayurbhanj,SANTILATA CHATTAR,Independent,8448,29,8477,0.72,Lost
Odisha,Mayurbhanj,PITAMBAR NAIK,Socialist Unity Centre Of India (COMMUNIST),8070,44,8114,0.69,Lost
Odisha,Mayurbhanj,ANTA ALOK BASKEY,AJSU Party,5386,8,5394,0.46,Lost
Odisha,Mayurbhanj,BAJUN HANSDA,Independent,5304,18,5322,0.45,Lost
Odisha,Mayurbhanj,KANHU CHARAN TUDU,Independent,5103,35,5138,0.44,Lost
Odisha,Mayurbhanj,SUKANTA HEMBRAM,Bharatiya Nyay-Adhikar Raksha Party,3636,20,3656,0.31,Lost
Odisha,Mayurbhanj,GURU  CHARAN HEMBRAM,Bharatheeya Jawan Kisan Party,3175,35,3210,0.27,Lost
Odisha,Mayurbhanj,NOTA,None of the Above,19853,100,19953,1.7,Lost
Odisha,Nabarangpur,BALABHADRA MAJHI,Bharatiya Janata Party,478330,3066,481396,38.74,Won
Odisha,Nabarangpur,PRADEEP KUMAR MAJHI,Biju Janata Dal,392448,1412,393860,31.7,Lost
Odisha,Nabarangpur,BHUJABAL MAJHI,Indian National Congress,302095,1297,303392,24.42,Lost
Odisha,Nabarangpur,TRINATH MUNDAGUDIA,Socialist Unity Centre Of India (COMMUNIST),20548,11,20559,1.65,Lost
Odisha,Nabarangpur,NOTA,None of the Above,43240,28,43268,3.48,Lost
Odisha,Puri,SAMBIT PATRA,Bharatiya Janata Party,625372,3958,629330,52.58,Won
Odisha,Puri,ARUP MOHAN PATNAIK,Biju Janata Dal,523036,1585,524621,43.83,Lost
Odisha,Puri,JAYANARAYAN PATTANAYAK,Indian National Congress,24066,276,24342,02.03,Lost
Odisha,Puri,SANTANU KUMAR DAS,Bahujan Samaj Party,3918,11,3929,0.33,Lost
Odisha,Puri,SUBASH CHANDRA BHOI,Socialist Unity Centre Of India (COMMUNIST),3257,9,3266,0.27,Lost
Odisha,Puri,SOBHA PANDEY,Independent,2212,17,2229,0.19,Lost
Odisha,Puri,DILLIP KUMAR BARAL,Independent,1605,6,1611,0.13,Lost
Odisha,Puri,NOTA,None of the Above,7568,42,7610,0.64,Lost
Odisha,Sambalpur,DHARMENDRA PRADHAN,Bharatiya Janata Party,587827,4335,592162,49.48,Won
Odisha,Sambalpur,PRANAB PRAKASH DAS,Biju Janata Dal,471198,1128,472326,39.47,Lost
Odisha,Sambalpur,NAGENDRA KUMAR PRADHAN,Indian National Congress,88573,540,89113,7.45,Lost
Odisha,Sambalpur,SADANAND RANBIDA,Bahujan Samaj Party,4776,19,4795,0.4,Lost
Odisha,Sambalpur,SRIRAM PANDEY,Independent,4700,2,4702,0.39,Lost
Odisha,Sambalpur,SHUSHIL KUMAR BABU,Independent,4298,5,4303,0.36,Lost
Odisha,Sambalpur,GNYANENDRA BEHERA,Independent,3331,3,3334,0.28,Lost
Odisha,Sambalpur,NABAKISHORE PRADHAN,Socialist Unity Centre Of India (COMMUNIST),3151,6,3157,0.26,Lost
Odisha,Sambalpur,ATMA RAM SUPKAR,Independent,2053,6,2059,0.17,Lost
Odisha,Sambalpur,PURUSHOTTAM PATRA,Kosal Janata Dal,1731,4,1735,0.14,Lost
Odisha,Sambalpur,RAKESH BAG,Bharatiya Nyay-Adhikar Raksha Party,1704,4,1708,0.14,Lost
Odisha,Sambalpur,SUBASH MOHAPATRA,National Jan Dal,1669,24,1693,0.14,Lost
Odisha,Sambalpur,LAXMAN KUMAR BHOI,Paschimanchal Vikas Party,1662,20,1682,0.14,Lost
Odisha,Sambalpur,KHAGESWAR BEHERA,Rashtriya Manav Party,1492,3,1495,0.12,Lost
Odisha,Sambalpur,NOTA,None of the Above,12451,32,12483,01.04,Lost
Odisha,Sundargarh,JUAL ORAM,Bharatiya Janata Party,490655,3627,494282,42.77,Won
Odisha,Sundargarh,DILIP KUMAR TIRKEY,Biju Janata Dal,353708,1766,355474,30.76,Lost
Odisha,Sundargarh,JANARDAN DEHURY,Indian National Congress,260681,1305,261986,22.67,Lost
Odisha,Sundargarh,JUSTIN LUGUN,Socialist Unity Centre Of India (COMMUNIST),9120,21,9141,0.79,Lost
Odisha,Sundargarh,JAGABANDHU ORAM,Independent,6023,4,6027,0.52,Lost
Odisha,Sundargarh,SUMANTA KUMAR SORENG,National Apni Party,4035,17,4052,0.35,Lost
Odisha,Sundargarh,SANTOSH JURA,Naba Bharata Nirmana Seva Party,3976,5,3981,0.34,Lost
Odisha,Sundargarh,PARUA EKKA,Jharkhand Party,3018,15,3033,0.26,Lost
Odisha,Sundargarh,NOTA,None of the Above,17752,49,17801,1.54,Lost
Puducherry,PUDUCHERRY,VE VAITHILINGAM,Indian National Congress,424292,1713,426005,52.73,Won
Puducherry,PUDUCHERRY,A NAMASSIVAYAM,Bharatiya Janata Party,288050,1439,289489,35.83,Lost
Puducherry,PUDUCHERRY,R MENAGA,Naam Tamilar Katchi,39545,58,39603,4.9,Lost
Puducherry,PUDUCHERRY,G THAMIZHVENDAN,All India Anna Dravida Munnetra Kazhagam,25059,106,25165,3.11,Lost
Puducherry,PUDUCHERRY,P SANKARAN,Socialist Unity Centre Of India (COMMUNIST),2057,9,2066,0.26,Lost
Puducherry,PUDUCHERRY,ARADADI POSIYYA,Independent,1540,6,1546,0.19,Lost
Puducherry,PUDUCHERRY,D ALANGARAVELU,Bahujan Samaj Party,1534,6,1540,0.19,Lost
Puducherry,PUDUCHERRY,K KISHORKUMAR,Independent,1240,6,1246,0.15,Lost
Puducherry,PUDUCHERRY,KOLLANJIAPPAN,Independent,1198,1,1199,0.15,Lost
Puducherry,PUDUCHERRY,M MANIKANDAN,Independent,1130,3,1133,0.14,Lost
Puducherry,PUDUCHERRY,M KRISHNAMURTHY,Independent,1052,19,1071,0.13,Lost
Puducherry,PUDUCHERRY,K PRABHU DEVAN,United Republican Party of India,981,8,989,0.12,Lost
Puducherry,PUDUCHERRY,S BAKTHAVATCHALAM,Independent,923,1,924,0.11,Lost
Puducherry,PUDUCHERRY,S SATHISH KUMAR,Independent,842,4,846,0.1,Lost
Puducherry,PUDUCHERRY,COUTTANE ALIAS DHIVANEEDHE,Independent,819,3,822,0.1,Lost
Puducherry,PUDUCHERRY,E ANANTHAVEL,Independent,771,5,776,0.1,Lost
Puducherry,PUDUCHERRY,S KALA,Independent,593,33,626,0.08,Lost
Puducherry,PUDUCHERRY,P RAJAN,Independent,545,2,547,0.07,Lost
Puducherry,PUDUCHERRY,NIRMALA G,Independent,474,1,475,0.06,Lost
Puducherry,PUDUCHERRY,K ARUNACHALAM,Independent,403,2,405,0.05,Lost
Puducherry,PUDUCHERRY,K RAMADASS,Independent,368,4,372,0.05,Lost
Puducherry,PUDUCHERRY,R RAJA,Independent,326,5,331,0.04,Lost
Puducherry,PUDUCHERRY,D RAVINDIRAN,Independent,305,2,307,0.04,Lost
Puducherry,PUDUCHERRY,S MASCO,Independent,248,6,254,0.03,Lost
Puducherry,PUDUCHERRY,V P MANICKAM,Independent,242,2,244,0.03,Lost
Puducherry,PUDUCHERRY,M MURUGAN,Independent,196,0,196,0.02,Lost
Puducherry,PUDUCHERRY,NOTA,None of the Above,9756,7,9763,1.21,Lost
Punjab,Amritsar,GURJEET SINGH AUJLA,Indian National Congress,254414,767,255181,28.18,Won
Punjab,Amritsar,KULDEEP SINGH DHALIWAL,Aam Aadmi Party,214268,612,214880,23.73,Lost
Punjab,Amritsar,TARANJIT SINGH SANDHU SAMUNDRI,Bharatiya Janata Party,206832,373,207205,22.88,Lost
Punjab,Amritsar,ANIL JOSHI,Shiromani Akali Dal,162686,210,162896,17.99,Lost
Punjab,Amritsar,EMAAN SINGH MANN,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),26584,212,26796,2.96,Lost
Punjab,Amritsar,SATBIR SINGH  JAMMU,Independent,3394,5,3399,0.38,Lost
Punjab,Amritsar,VISHAL SIDHU,Bahujan Samaj Party,2713,20,2733,0.3,Lost
Punjab,Amritsar,DASWINDER KAUR,Communist Party of India,2468,13,2481,0.27,Lost
Punjab,Amritsar,SHARANJIT KAUR,Independent,2456,4,2460,0.27,Lost
Punjab,Amritsar,AMANPREET SINGH MAHADIPUR,Independent,2353,9,2362,0.26,Lost
Punjab,Amritsar,GURINDER SINGH SABHI GILL,Independent,2124,5,2129,0.24,Lost
Punjab,Amritsar,SAHIB SINGH,Independent,1987,1,1988,0.22,Lost
Punjab,Amritsar,SHAMSHER SINGH SHERA,Independent,1504,3,1507,0.17,Lost
Punjab,Amritsar,SHAM LAL GANDHI,Independent,1487,0,1487,0.16,Lost
Punjab,Amritsar,LOVEPREET SHARMA,Aas Punjab Party,1372,3,1375,0.15,Lost
Punjab,Amritsar,MASTER HARJINDER PAL,Independent,1358,0,1358,0.15,Lost
Punjab,Amritsar,JASPAL MASIH,Independent,1223,4,1227,0.14,Lost
Punjab,Amritsar,RESHAM SINGH,Independent,1130,3,1133,0.13,Lost
Punjab,Amritsar,BAL KRISHAN SHARMA,Independent,1106,1,1107,0.12,Lost
Punjab,Amritsar,SIMRANPREET SINGH,Independent,1104,2,1106,0.12,Lost
Punjab,Amritsar,NARINDER KAUR,Aam Janta Party (India),1064,33,1097,0.12,Lost
Punjab,Amritsar,DILDAR MASIH,Shiromani Lok Dal Party,1042,2,1044,0.12,Lost
Punjab,Amritsar,RAJINDER KUMAR SHARMA,Independent,899,1,900,0.1,Lost
Punjab,Amritsar,BALWINDER SINGH,Independent,854,3,857,0.09,Lost
Punjab,Amritsar,GURPREET SINGH RATTAN,Republican Party of India (Athawale),735,3,738,0.08,Lost
Punjab,Amritsar,DR RAMESH KUMAR,Sacho Sach Party,650,2,652,0.07,Lost
Punjab,Amritsar,GAGANDEEP,Independent,608,2,610,0.07,Lost
Punjab,Amritsar,PRITHVI PAL,Independent,434,0,434,0.05,Lost
Punjab,Amritsar,NEELAM,Independent,404,5,409,0.05,Lost
Punjab,Amritsar,DILBAGH SINGH,Independent,388,3,391,0.04,Lost
Punjab,Amritsar,NOTA,None of the Above,3685,29,3714,0.41,Lost
Punjab,Anandpur Sahib,MALVINDER SINGH KANG,Aam Aadmi Party,312241,976,313217,29.08,Won
Punjab,Anandpur Sahib,VIJAY INDER SINGLA,Indian National Congress,301414,957,302371,28.07,Lost
Punjab,Anandpur Sahib,DR SUBHASH SHARMA,Bharatiya Janata Party,185836,742,186578,17.32,Lost
Punjab,Anandpur Sahib,PREM SINGH CHANDUMAJRA,Shiromani Akali Dal,117651,285,117936,10.95,Lost
Punjab,Anandpur Sahib,JASVIR SINGH GARHI,Bahujan Samaj Party,89953,204,90157,8.37,Lost
Punjab,Anandpur Sahib,KUSHAL PAL SINGH MANN,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),24725,106,24831,2.31,Lost
Punjab,Anandpur Sahib,GAJJAN SINGH,Independent,6164,7,6171,0.57,Lost
Punjab,Anandpur Sahib,SIMPLE KUMAR,Independent,2962,0,2962,0.27,Lost
Punjab,Anandpur Sahib,SATPAL,Independent,2294,3,2297,0.21,Lost
Punjab,Anandpur Sahib,GURMIT SINGH,Independent,2179,3,2182,0.2,Lost
Punjab,Anandpur Sahib,DHARMINDER SINGH HARMAN,Akhil Bhartiya Parivar Party,2037,6,2043,0.19,Lost
Punjab,Anandpur Sahib,SUNIL KUMAR,Bhartiya Jan Samman Party,1968,9,1977,0.18,Lost
Punjab,Anandpur Sahib,ER DALJEET SINGH SAINI,Bharatheeya Jawan Kisan Party,1710,5,1715,0.16,Lost
Punjab,Anandpur Sahib,KULWINDER SINGH,Democratic Bharatiya Samaj Party,1651,1,1652,0.15,Lost
Punjab,Anandpur Sahib,SUNAINA,Bhartiya Rashtriya Dal,1621,19,1640,0.15,Lost
Punjab,Anandpur Sahib,ADV KULWINDER SINGH,Independent,1596,4,1600,0.15,Lost
Punjab,Anandpur Sahib,MEGH RAJ,Independent,1429,1,1430,0.13,Lost
Punjab,Anandpur Sahib,HARWINDER KARWAL,Independent,1309,2,1311,0.12,Lost
Punjab,Anandpur Sahib,DAVINDER SINGH,Independent,1164,11,1175,0.11,Lost
Punjab,Anandpur Sahib,DARSHAN SINGH,Punjab National Party,1164,8,1172,0.11,Lost
Punjab,Anandpur Sahib,HANISH SHARMA,Ekam Sanatan Bharat Dal,1072,4,1076,0.1,Lost
Punjab,Anandpur Sahib,DEEPAK SHARMA,Independent,1012,0,1012,0.09,Lost
Punjab,Anandpur Sahib,PARMINDER SINGH,Independent,930,0,930,0.09,Lost
Punjab,Anandpur Sahib,YOG RAJ SAHOTA,Revolutionary Socialist Party,925,0,925,0.09,Lost
Punjab,Anandpur Sahib,RAMJAAN KHAN,Independent,672,0,672,0.06,Lost
Punjab,Anandpur Sahib,ROHTASH,Independent,617,2,619,0.06,Lost
Punjab,Anandpur Sahib,MANDAR SINGH,Independent,555,0,555,0.05,Lost
Punjab,Anandpur Sahib,KIRAN JAIN,Hindustan Shakti Sena,507,8,515,0.05,Lost
Punjab,Anandpur Sahib,NOTA,None of the Above,6351,51,6402,0.59,Lost
Punjab,Bathinda,HARSIMRAT KAUR BADAL,Shiromani Akali Dal,375019,1539,376558,32.71,Won
Punjab,Bathinda,GURMEET SINGH KHUDIAN,Aam Aadmi Party,325019,1883,326902,28.4,Lost
Punjab,Bathinda,JEETMOHINDER SINGH SIDHU,Indian National Congress,200859,1152,202011,17.55,Lost
Punjab,Bathinda,PARAMPAL KAUR SIDHU,Bharatiya Janata Party,110255,507,110762,9.62,Lost
Punjab,Bathinda,LAKHVIR SINGH LAKHA SIDHANA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),84222,462,84684,7.36,Lost
Punjab,Bathinda,NIKKA SINGH,Bahujan Samaj Party,12979,60,13039,1.13,Lost
Punjab,Bathinda,JAGJIWAN BALLI,Independent,5480,4,5484,0.48,Lost
Punjab,Bathinda,PARWINDER SINGH,Independent,4494,3,4497,0.39,Lost
Punjab,Bathinda,PALA RAM,Independent,3428,7,3435,0.3,Lost
Punjab,Bathinda,BHAGWANT SINGH SAMAON,Independent,3372,16,3388,0.29,Lost
Punjab,Bathinda,GURMEET SINGH,Independent,3072,10,3082,0.27,Lost
Punjab,Bathinda,JASVIR SINGH BATHINDA,Aazad Samaj Party (Kanshi Ram),3039,106,3145,0.27,Lost
Punjab,Bathinda,GURPREET SINGH URF PREET GHAINT,Jan Sewa Driver Party,2619,9,2628,0.23,Lost
Punjab,Bathinda,GURBARN SINGH,Independent,1618,9,1627,0.14,Lost
Punjab,Bathinda,NAIB SINGH,Bharatheeya Jawan Kisan Party,1593,8,1601,0.14,Lost
Punjab,Bathinda,KULWANT SINGH,Independent,1172,10,1182,0.1,Lost
Punjab,Bathinda,AMANDEEP SINGH,Independent,1146,2,1148,0.1,Lost
Punjab,Bathinda,POONAM RANI,Nationalist Justice Party,1060,4,1064,0.09,Lost
Punjab,Bathinda,NOTA,None of the Above,4818,115,4933,0.43,Lost
Punjab,Faridkot,SARABJEET SINGH KHALSA,Independent,296922,1140,298062,29.38,Won
Punjab,Faridkot,KARAMJIT SINGH ANMOL,Aam Aadmi Party,226676,1333,228009,22.48,Lost
Punjab,Faridkot,AMARJIT KAUR SAHOKE,Indian National Congress,159352,1005,160357,15.81,Lost
Punjab,Faridkot,RAJWINDER SINGH DHARAMKOT,Shiromani Akali Dal,137776,475,138251,13.63,Lost
Punjab,Faridkot,HANS RAJ HANS,Bharatiya Janata Party,123007,526,123533,12.18,Lost
Punjab,Faridkot,GURCHARAN SINGH MANN,Communist Party of India,14935,15,14950,1.47,Lost
Punjab,Faridkot,GURBAKSH SINGH CHAUHAN,Bahujan Samaj Party,8129,81,8210,0.81,Lost
Punjab,Faridkot,AVTAR SINGH SAHOTA,Independent,4155,5,4160,0.41,Lost
Punjab,Faridkot,KIKKAR SINGH DHALIWAL,Independent,3514,3,3517,0.35,Lost
Punjab,Faridkot,KARAM SINGH MALUKA,Independent,2859,3,2862,0.28,Lost
Punjab,Faridkot,RUPINDER SINGH KOHARWALA,Nationalist Justice Party,2672,5,2677,0.26,Lost
Punjab,Faridkot,BALDEV SINGH GAGRA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),2367,28,2395,0.24,Lost
Punjab,Faridkot,NIRMAL SINGH RAJEANA,Independent,2287,2,2289,0.23,Lost
Punjab,Faridkot,BADAL SINGH BHALOOR,Bhartiya Rashtriya Dal,2027,1,2028,0.2,Lost
Punjab,Faridkot,RAJ KUMAR CHAUHAN,Independent,1958,3,1961,0.19,Lost
Punjab,Faridkot,OM PARKASH BANKA,Independent,1947,3,1950,0.19,Lost
Punjab,Faridkot,CAPTAIN BAHADUR SINGH,Independent,1632,8,1640,0.16,Lost
Punjab,Faridkot,MEJOR SINGH BHATTI,Jan Sewa Driver Party,1605,7,1612,0.16,Lost
Punjab,Faridkot,SUKHBIR SINGH BABBAL BHATTI,Rashtriya Republican Party,1526,4,1530,0.15,Lost
Punjab,Faridkot,GURMEET SINGH,Independent,1419,1,1420,0.14,Lost
Punjab,Faridkot,AMRIK SINGH,Independent,1411,3,1414,0.14,Lost
Punjab,Faridkot,MANPREET SHANT,Independent,1376,1,1377,0.14,Lost
Punjab,Faridkot,PREM LAL,Democratic Bharatiya Samaj Party,1165,0,1165,0.11,Lost
Punjab,Faridkot,PARGAT SINGH RAJEANA,Apna Samaj Party,1128,3,1131,0.11,Lost
Punjab,Faridkot,JASWANT RAI RAJORA,Independent,1042,5,1047,0.1,Lost
Punjab,Faridkot,DR DEV INDER GAGALANI,Republican Party of India,1035,5,1040,0.1,Lost
Punjab,Faridkot,PRITAM SINGH,Bahujan Mukti Party,927,12,939,0.09,Lost
Punjab,Faridkot,KULWANT KAUR,Sanjhi Virasat Party,785,1,786,0.08,Lost
Punjab,Faridkot,NOTA,None of the Above,4077,66,4143,0.41,Lost
Punjab,Fatehgarh Sahib,AMAR SINGH,Indian National Congress,331324,1267,332591,34.14,Won
Punjab,Fatehgarh Sahib,GURPREET SINGH GP,Aam Aadmi Party,297439,950,298389,30.63,Lost
Punjab,Fatehgarh Sahib,GEJJA RAM,Bharatiya Janata Party,127139,382,127521,13.09,Lost
Punjab,Fatehgarh Sahib,BIKRAMJIT SINGH KHALSA,Shiromani Akali Dal,126461,269,126730,13.01,Lost
Punjab,Fatehgarh Sahib,RAJ JATINDER SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),43543,101,43644,4.48,Lost
Punjab,Fatehgarh Sahib,KULWANT SINGH,Bahujan Samaj Party,20786,106,20892,2.14,Lost
Punjab,Fatehgarh Sahib,PREM SINGH MOHANPUR,Independent,3784,8,3792,0.39,Lost
Punjab,Fatehgarh Sahib,BAHAL SINGH,Aazad Samaj Party (Kanshi Ram),3097,7,3104,0.32,Lost
Punjab,Fatehgarh Sahib,PARAMJIT SINGH,Independent,2159,8,2167,0.22,Lost
Punjab,Fatehgarh Sahib,RULDA SINGH,Independent,1971,6,1977,0.2,Lost
Punjab,Fatehgarh Sahib,PARKASH PETER,Independent,1463,2,1465,0.15,Lost
Punjab,Fatehgarh Sahib,HARJINDER SINGH,Independent,1158,8,1166,0.12,Lost
Punjab,Fatehgarh Sahib,KAMALJEET KAUR,Independent,888,11,899,0.09,Lost
Punjab,Fatehgarh Sahib,HARGOBIND SINGH,Independent,722,9,731,0.08,Lost
Punjab,Fatehgarh Sahib,NOTA,None of the Above,9097,91,9188,0.94,Lost
Punjab,Firozpur,SHER SINGH GHUBAYA,Indian National Congress,264712,1914,266626,23.7,Won
Punjab,Firozpur,JAGDEEP SINGH KAKA BRAR,Aam Aadmi Party,261273,2111,263384,23.41,Lost
Punjab,Firozpur,GURMIT SINGH SODHI,Bharatiya Janata Party,253841,1256,255097,22.67,Lost
Punjab,Firozpur,NARDEV SINGH BOBBY MANN,Shiromani Akali Dal,252327,1318,253645,22.54,Lost
Punjab,Firozpur,GURCHARAN SINGH BHULLAR,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),15836,105,15941,1.42,Lost
Punjab,Firozpur,FOJI ANGREJ SINGH WARWAL,Independent,9435,43,9478,0.84,Lost
Punjab,Firozpur,SURINDER KAMBOJ,Bahujan Samaj Party,8347,86,8433,0.75,Lost
Punjab,Firozpur,JASKARAN SINGH KAHAN SINGH WALA,Independent,6480,55,6535,0.58,Lost
Punjab,Firozpur,SUKHDEV SINGH,Independent,4597,2,4599,0.41,Lost
Punjab,Firozpur,SAHIL MONGA,Independent,3705,19,3724,0.33,Lost
Punjab,Firozpur,PRITAM SINGH,Independent,3030,1,3031,0.27,Lost
Punjab,Firozpur,GURPREET SINGH,Independent,2894,3,2897,0.26,Lost
Punjab,Firozpur,ARWINDER SINGH,Independent,2556,14,2570,0.23,Lost
Punjab,Firozpur,DEEPAK KUMAR DEEP DASHANAND,Independent,2435,1,2436,0.22,Lost
Punjab,Firozpur,RAJ,Independent,2428,4,2432,0.22,Lost
Punjab,Firozpur,PREM CHAND BOONGI,Punjab National Party,1944,3,1947,0.17,Lost
Punjab,Firozpur,AJIT SINGH,Rashtriya Republican Party,1609,6,1615,0.14,Lost
Punjab,Firozpur,SURINDER KUMAR BANSAL,Independent,1537,3,1540,0.14,Lost
Punjab,Firozpur,HARPREET SINGH,Independent,1531,7,1538,0.14,Lost
Punjab,Firozpur,KULDEEP SINGH,India Praja Bandhu Party,1484,6,1490,0.13,Lost
Punjab,Firozpur,BALWINDER SINGH CHOHAN,Jan Sewa Driver Party,1366,1,1367,0.12,Lost
Punjab,Firozpur,BALWINDER SINGH,Republican Party of India (Athawale),1364,0,1364,0.12,Lost
Punjab,Firozpur,GURCHARAN SINGH,Independent,1338,4,1342,0.12,Lost
Punjab,Firozpur,UMESH KUMAR,Independent,1319,1,1320,0.12,Lost
Punjab,Firozpur,BALWANT SINGH SAMMEWALI,Nationalist Justice Party,1148,4,1152,0.1,Lost
Punjab,Firozpur,MOHAN SINGH,Independent,1075,3,1078,0.1,Lost
Punjab,Firozpur,JASKARAN SINGH SIDHU,Independent,970,1,971,0.09,Lost
Punjab,Firozpur,JASWANT SINGH KHATRI,Independent,820,1,821,0.07,Lost
Punjab,Firozpur,CHAMKAUR SINGH,Independent,638,4,642,0.06,Lost
Punjab,Firozpur,NOTA,None of the Above,5895,205,6100,0.54,Lost
